acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,st_level,structure_id_path
AIv2/3,219866,261,694,"Agranular insular area, ventral part, layer 2/3",119,,/997/8/567/688/695/315/95/119/694/
AIv5,219866,262,800,"Agranular insular area, ventral part, layer 5",119,,/997/8/567/688/695/315/95/119/800/
AIv6a,219866,263,675,"Agranular insular area, ventral part, layer 6a",119,,/997/8/567/688/695/315/95/119/675/
AIv6b,219866,264,699,"Agranular insular area, ventral part, layer 6b",119,,/997/8/567/688/695/315/95/119/699/
RSP,1AA698,265,254,"Retrosplenial area",315,,/997/8/567/688/695/315/254/
RSPagl,1AA698,266,894,"Retrosplenial area, lateral agranular part",254,,/997/8/567/688/695/315/254/894/
RSPagl1,1AA698,267,671,"Retrosplenial area, lateral agranular part, layer 1",894,,/997/8/567/688/695/315/254/894/671/
RSPagl2/3,1AA698,268,965,"Retrosplenial area, lateral agranular part, layer 2/3",894,,/997/8/567/688/695/315/254/894/965/
RSPagl5,1AA698,269,774,"Retrosplenial area, lateral agranular part, layer 5",894,,/997/8/567/688/695/315/254/894/774/
RSPagl6a,1AA698,270,906,"Retrosplenial area, lateral agranular part, layer 6a",894,,/997/8/567/688/695/315/254/894/906/
RSPagl6b,1AA698,271,279,"Retrosplenial area, lateral agranular part, layer 6b",894,,/997/8/567/688/695/315/254/894/279/
RSPd,1AA698,272,879,"Retrosplenial area, dorsal part",254,,/997/8/567/688/695/315/254/879/
RSPd1,1AA698,273,442,"Retrosplenial area, dorsal part, layer 1",879,,/997/8/567/688/695/315/254/879/442/
RSPd2/3,1AA698,274,434,"Retrosplenial area, dorsal part, layer 2/3",879,,/997/8/567/688/695/315/254/879/434/
RSPd4,1AA698,275,545,"Retrosplenial area, dorsal part, layer 4",879,,/997/8/567/688/695/315/254/879/545/
RSPd5,1AA698,276,610,"Retrosplenial area, dorsal part, layer 5",879,,/997/8/567/688/695/315/254/879/610/
RSPd6a,1AA698,277,274,"Retrosplenial area, dorsal part, layer 6a",879,,/997/8/567/688/695/315/254/879/274/
RSPd6b,1AA698,278,330,"Retrosplenial area, dorsal part, layer 6b",879,,/997/8/567/688/695/315/254/879/330/
RSPv,1AA698,279,886,"Retrosplenial area, ventral part",254,,/997/8/567/688/695/315/254/886/
RSPv1,1AA698,280,542,"Retrosplenial area, ventral part, layer 1",886,,/997/8/567/688/695/315/254/886/542/
RSPv2,1AA698,281,606,"Retrosplenial area, ventral part, layer 2",886,,/997/8/567/688/695/315/254/886/606/
RSPv2/3,1AA698,282,430,"Retrosplenial area, ventral part, layer 2/3",886,,/997/8/567/688/695/315/254/886/430/
RSPv5,1AA698,283,687,"Retrosplenial area, ventral part, layer 5",886,,/997/8/567/688/695/315/254/886/687/
RSPv6a,1AA698,284,590,"Retrosplenial area, ventral part, layer 6a",886,,/997/8/567/688/695/315/254/886/590/
RSPv6b,1AA698,285,622,"Retrosplenial area, ventral part, layer 6b",886,,/997/8/567/688/695/315/254/886/622/
PTLp,009FAC,286,22,"Posterior parietal association areas",315,,/997/8/567/688/695/315/22/
PTLp1,009FAC,287,532,"Posterior parietal association areas, layer 1",22,,/997/8/567/688/695/315/22/532/
PTLp2/3,009FAC,288,241,"Posterior parietal association areas, layer 2/3",22,,/997/8/567/688/695/315/22/241/
PTLp4,009FAC,289,635,"Posterior parietal association areas, layer 4",22,,/997/8/567/688/695/315/22/635/
PTLp5,009FAC,290,683,"Posterior parietal association areas, layer 5",22,,/997/8/567/688/695/315/22/683/
PTLp6a,009FAC,291,308,"Posterior parietal association areas, layer 6a",22,,/997/8/567/688/695/315/22/308/
PTLp6b,009FAC,292,340,"Posterior parietal association areas, layer 6b",22,,/997/8/567/688/695/315/22/340/
TEa,15B0B3,293,541,"Temporal association areas",315,,/997/8/567/688/695/315/541/
TEa1,15B0B3,294,97,"Temporal association areas, layer 1",541,,/997/8/567/688/695/315/541/97/
TEa2/3,15B0B3,295,1127,"Temporal association areas, layer 2/3",541,,/997/8/567/688/695/315/541/1127/
TEa4,15B0B3,296,234,"Temporal association areas, layer 4",541,,/997/8/567/688/695/315/541/234/
TEa5,15B0B3,297,289,"Temporal association areas, layer 5",541,,/997/8/567/688/695/315/541/289/
TEa6a,15B0B3,298,729,"Temporal association areas, layer 6a",541,,/997/8/567/688/695/315/541/729/
TEa6b,15B0B3,299,786,"Temporal association areas, layer 6b",541,,/997/8/567/688/695/315/541/786/
PERI,0E9684,300,922,"Perirhinal area",315,,/997/8/567/688/695/315/922/
PERI6a,0E9684,301,335,"Perirhinal area, layer 6a",922,,/997/8/567/688/695/315/922/335/
PERI6b,0E9684,302,368,"Perirhinal area, layer 6b",922,,/997/8/567/688/695/315/922/368/
PERI1,0E9684,303,540,"Perirhinal area, layer 1",922,,/997/8/567/688/695/315/922/540/
PERI5,0E9684,304,692,"Perirhinal area, layer 5",922,,/997/8/567/688/695/315/922/692/
PERI2/3,0E9684,305,888,"Perirhinal area, layer 2/3",922,,/997/8/567/688/695/315/922/888/
ECT,0D9F91,306,895,"Ectorhinal area",315,,/997/8/567/688/695/315/895/
ECT1,0D9F91,307,836,"Ectorhinal area/Layer 1",895,,/997/8/567/688/695/315/895/836/
ECT2/3,0D9F91,308,427,"Ectorhinal area/Layer 2/3",895,,/997/8/567/688/695/315/895/427/
ECT5,0D9F91,309,988,"Ectorhinal area/Layer 5",895,,/997/8/567/688/695/315/895/988/
ECT6a,0D9F91,310,977,"Ectorhinal area/Layer 6a",895,,/997/8/567/688/695/315/895/977/
ECT6b,0D9F91,311,1045,"Ectorhinal area/Layer 6b",895,,/997/8/567/688/695/315/895/1045/
OLF,9AD2BD,312,698,"Olfactory areas",695,,/997/8/567/688/695/698/
MOB,9AD2BD,313,507,"Main olfactory bulb",698,,/997/8/567/688/695/698/507/
MOBgl,82C7AE,314,212,"Main olfactory bulb, glomerular layer",507,,/997/8/567/688/695/698/507/212/
MOBgr,82C7AE,315,220,"Main olfactory bulb, granule layer",507,,/997/8/567/688/695/698/507/220/
MOBipl,9AD2BD,316,228,"Main olfactory bulb, inner plexiform layer",507,,/997/8/567/688/695/698/507/228/
MOBmi,82C7AE,317,236,"Main olfactory bulb, mitral layer",507,,/997/8/567/688/695/698/507/236/
MOBopl,9AD2BD,318,244,"Main olfactory bulb, outer plexiform layer",507,,/997/8/567/688/695/698/507/244/
AOB,9DF0D2,319,151,"Accessory olfactory bulb",698,,/997/8/567/688/695/698/151/
AOBgl,9DF0D2,320,188,"Accessory olfactory bulb, glomerular layer",151,,/997/8/567/688/695/698/151/188/
AOBgr,95E4C8,321,196,"Accessory olfactory bulb, granular layer",151,,/997/8/567/688/695/698/151/196/
AOBmi,9DF0D2,322,204,"Accessory olfactory bulb, mitral layer",151,,/997/8/567/688/695/698/151/204/
AON,54BF94,323,159,"Anterior olfactory nucleus",698,,/997/8/567/688/695/698/159/
AONd,54BF94,324,167,"Anterior olfactory nucleus, dorsal part",159,,/997/8/567/688/695/698/159/167/
AONe,54BF94,325,175,"Anterior olfactory nucleus, external part",159,,/997/8/567/688/695/698/159/175/
AONl,54BF94,326,183,"Anterior olfactory nucleus, lateral part",159,,/997/8/567/688/695/698/159/183/
AONm,54BF94,327,191,"Anterior olfactory nucleus, medial part",159,,/997/8/567/688/695/698/159/191/
AONpv,54BF94,328,199,"Anterior olfactory nucleus, posteroventral part",159,,/997/8/567/688/695/698/159/199/
AON1,54BF94,329,160,"Anterior olfactory nucleus, layer 1",159,,/997/8/567/688/695/698/159/160/
AON2,54BF94,330,168,"Anterior olfactory nucleus, layer 2",159,,/997/8/567/688/695/698/159/168/
TT,62D09F,331,589,"Taenia tecta",698,,/997/8/567/688/695/698/589/
TTd,62D09F,332,597,"Taenia tecta, dorsal part",589,,/997/8/567/688/695/698/589/597/
TTd1-4,62D09F,333,297,"Taenia tecta, dorsal part, layers 1-4",597,,/997/8/567/688/695/698/589/597/297/
TTd1,62D09F,334,1034,"Taenia tecta, dorsal part, layer 1",597,,/997/8/567/688/695/698/589/597/1034/
TTd2,62D09F,335,1042,"Taenia tecta, dorsal part, layer 2",597,,/997/8/567/688/695/698/589/597/1042/
TTd3,62D09F,336,1050,"Taenia tecta, dorsal part, layer 3",597,,/997/8/567/688/695/698/589/597/1050/
TTd4,62D09F,337,1059,"Taenia tecta, dorsal part, layer 4",597,,/997/8/567/688/695/698/589/597/1059/
TTv,62D09F,338,605,"Taenia tecta, ventral part",589,,/997/8/567/688/695/698/589/605/
TTv1-3,62D09F,339,306,"Taenia tecta, ventral part, layers 1-3",605,,/997/8/567/688/695/698/589/605/306/
TTv1,62D09F,340,1067,"Taenia tecta, ventral part, layer 1",605,,/997/8/567/688/695/698/589/605/1067/
TTv2,62D09F,341,1075,"Taenia tecta, ventral part, layer 2",605,,/997/8/567/688/695/698/589/605/1075/
TTv3,62D09F,342,1082,"Taenia tecta, ventral part, layer 3",605,,/997/8/567/688/695/698/589/605/1082/
DP,A4DAA4,343,814,"Dorsal peduncular area",698,,/997/8/567/688/695/698/814/
DP1,A4DAA4,344,496,"Dorsal peduncular area, layer 1",814,,/997/8/567/688/695/698/814/496/
DP2,A4DAA4,345,535,"Dorsal peduncular area, layer 2",814,,/997/8/567/688/695/698/814/535/
DP2/3,A4DAA4,346,360,"Dorsal peduncular area, layer 2/3",814,,/997/8/567/688/695/698/814/360/
DP5,A4DAA4,347,646,"Dorsal peduncular area, layer 5",814,,/997/8/567/688/695/698/814/646/
DP6a,A4DAA4,348,267,"Dorsal peduncular area, layer 6a",814,,/997/8/567/688/695/698/814/267/
PIR,6ACBBA,349,961,"Piriform area",698,,/997/8/567/688/695/698/961/
PIR1-3,6ACBBA,350,152,"Piriform area, layers 1-3",961,,/997/8/567/688/695/698/961/152/
PIR1,6ACBBA,351,276,"Piriform area, molecular layer",961,,/997/8/567/688/695/698/961/276/
PIR2,6ACBBA,352,284,"Piriform area, pyramidal layer",961,,/997/8/567/688/695/698/961/284/
PIR3,6ACBBA,353,291,"Piriform area, polymorph layer",961,,/997/8/567/688/695/698/961/291/
NLOT,95E4C8,354,619,"Nucleus of the lateral olfactory tract",698,,/997/8/567/688/695/698/619/
NLOT1-3,95E4C8,355,392,"Nucleus of the lateral olfactory tract, layers 1-3",619,,/997/8/567/688/695/698/619/392/
NLOT1,95E4C8,356,260,"Nucleus of the lateral olfactory tract, molecular layer",619,,/997/8/567/688/695/698/619/260/
NLOT2,95E4C8,357,268,"Nucleus of the lateral olfactory tract, pyramidal layer",619,,/997/8/567/688/695/698/619/268/
NLOT3,95E4C8,358,1139,"Nucleus of the lateral olfactory tract, layer 3",619,,/997/8/567/688/695/698/619/1139/
COA,61E7B7,359,631,"Cortical amygdalar area",698,,/997/8/567/688/695/698/631/
COAa,61E7B7,360,639,"Cortical amygdalar area, anterior part",631,,/997/8/567/688/695/698/631/639/
COAa1,61E7B7,361,192,"Cortical amygdalar area, anterior part, layer 1",639,,/997/8/567/688/695/698/631/639/192/
COAa2,61E7B7,362,200,"Cortical amygdalar area, anterior part, layer 2",639,,/997/8/567/688/695/698/631/639/200/
COAa3,61E7B7,363,208,"Cortical amygdalar area, anterior part, layer 3",639,,/997/8/567/688/695/698/631/639/208/
COAp,61E7B7,364,647,"Cortical amygdalar area, posterior part",631,,/997/8/567/688/695/698/631/647/
COApl,61E7B7,365,655,"Cortical amygdalar area, posterior part, lateral zone",647,,/997/8/567/688/695/698/631/647/655/
COApl1-2,61E7B7,366,584,"Cortical amygdalar area, posterior part, lateral zone, layers 1-2",655,,/997/8/567/688/695/698/631/647/655/584/
COApl1-3,61E7B7,367,376,"Cortical amygdalar area, posterior part, lateral zone, layers 1-3",655,,/997/8/567/688/695/698/631/647/655/376/
COApl1,61E7B7,368,216,"Cortical amygdalar area, posterior part, lateral zone, layer 1",655,,/997/8/567/688/695/698/631/647/655/216/
COApl2,61E7B7,369,224,"Cortical amygdalar area, posterior part, lateral zone, layer 2",655,,/997/8/567/688/695/698/631/647/655/224/
COApl3,61E7B7,370,232,"Cortical amygdalar area, posterior part, lateral zone, layer 3",655,,/997/8/567/688/695/698/631/647/655/232/
COApm,61E7B7,371,663,"Cortical amygdalar area, posterior part, medial zone",647,,/997/8/567/688/695/698/631/647/663/
COApm1-2,61E7B7,372,592,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",663,,/997/8/567/688/695/698/631/647/663/592/
COApm1-3,61E7B7,373,383,"Cortical amygdalar area, posterior part, medial zone, layers 1-3",663,,/997/8/567/688/695/698/631/647/663/383/
COApm1,61E7B7,374,240,"Cortical amygdalar area, posterior part, medial zone, layer 1",663,,/997/8/567/688/695/698/631/647/663/240/
COApm2,61E7B7,375,248,"Cortical amygdalar area, posterior part, medial zone, layer 2",663,,/997/8/567/688/695/698/631/647/663/248/
COApm3,61E7B7,376,256,"Cortical amygdalar area, posterior part, medial zone, layer 3",663,,/997/8/567/688/695/698/631/647/663/256/
PAA,59DAAB,377,788,"Piriform-amygdalar area",698,,/997/8/567/688/695/698/788/
PAA1-3,59DAAB,378,400,"Piriform-amygdalar area, layers 1-3",788,,/997/8/567/688/695/698/788/400/
PAA1,59DAAB,379,408,"Piriform-amygdalar area, molecular layer",788,,/997/8/567/688/695/698/788/408/
PAA2,59DAAB,380,416,"Piriform-amygdalar area, pyramidal layer",788,,/997/8/567/688/695/698/788/416/
PAA3,59DAAB,381,424,"Piriform-amygdalar area, polymorph layer",788,,/997/8/567/688/695/698/788/424/
TR,A8ECD3,382,566,"Postpiriform transition area",698,,/997/8/567/688/695/698/566/
TR1-3,A8ECD3,383,517,"Postpiriform transition area, layers 1-3",566,,/997/8/567/688/695/698/566/517/
TR1,A8ECD3,384,1140,"Postpiriform transition area, layers 1",566,,/997/8/567/688/695/698/566/1140/
TR2,A8ECD3,385,1141,"Postpiriform transition area, layers 2",566,,/997/8/567/688/695/698/566/1141/
TR3,A8ECD3,386,1142,"Postpiriform transition area, layers 3",566,,/997/8/567/688/695/698/566/1142/
HPF,7ED04B,387,1089,"Hippocampal formation",695,,/997/8/567/688/695/1089/
HIP,7ED04B,388,1080,"Hippocampal region",1089,,/997/8/567/688/695/1089/1080/
CA,7ED04B,389,375,"Ammon's horn",1080,,/997/8/567/688/695/1089/1080/375/
CA1,7ED04B,390,382,"Field CA1",375,,/997/8/567/688/695/1089/1080/375/382/
CA1slm,7ED04B,391,391,"Field CA1, stratum lacunosum-moleculare",382,,/997/8/567/688/695/1089/1080/375/382/391/
CA1so,7ED04B,392,399,"Field CA1, stratum oriens",382,,/997/8/567/688/695/1089/1080/375/382/399/
CA1sp,66A83D,393,407,"Field CA1, pyramidal layer",382,,/997/8/567/688/695/1089/1080/375/382/407/
CA1sr,7ED04B,394,415,"Field CA1, stratum radiatum",382,,/997/8/567/688/695/1089/1080/375/382/415/
CA2,7ED04B,395,423,"Field CA2",375,,/997/8/567/688/695/1089/1080/375/423/
CA2slm,7ED04B,396,431,"Field CA2, stratum lacunosum-moleculare",423,,/997/8/567/688/695/1089/1080/375/423/431/
CA2so,7ED04B,397,438,"Field CA2, stratum oriens",423,,/997/8/567/688/695/1089/1080/375/423/438/
CA2sp,66A83D,398,446,"Field CA2, pyramidal layer",423,,/997/8/567/688/695/1089/1080/375/423/446/
CA2sr,7ED04B,399,454,"Field CA2, stratum radiatum",423,,/997/8/567/688/695/1089/1080/375/423/454/
CA3,7ED04B,400,463,"Field CA3",375,,/997/8/567/688/695/1089/1080/375/463/
CA3slm,7ED04B,401,471,"Field CA3, stratum lacunosum-moleculare",463,,/997/8/567/688/695/1089/1080/375/463/471/
CA3slu,7ED04B,402,479,"Field CA3, stratum lucidum",463,,/997/8/567/688/695/1089/1080/375/463/479/
CA3so,7ED04B,403,486,"Field CA3, stratum oriens",463,,/997/8/567/688/695/1089/1080/375/463/486/
CA3sp,66A83D,404,495,"Field CA3, pyramidal layer",463,,/997/8/567/688/695/1089/1080/375/463/495/
CA3sr,7ED04B,405,504,"Field CA3, stratum radiatum",463,,/997/8/567/688/695/1089/1080/375/463/504/
DG,7ED04B,406,726,"Dentate gyrus",1080,,/997/8/567/688/695/1089/1080/726/
DG-mo,7ED04B,407,10703,"Dentate gyrus, molecular layer",726,,/997/8/567/688/695/1089/1080/726/10703/
DG-po,7ED04B,408,10704,"Dentate gyrus, polymorph layer",726,,/997/8/567/688/695/1089/1080/726/10704/
DG-sg,66A83D,409,632,"Dentate gyrus, granule cell layer",726,,/997/8/567/688/695/1089/1080/726/632/
DG-sgz,7ED04B,410,10702,"Dentate gyrus, subgranular zone",726,,/997/8/567/688/695/1089/1080/726/10702/
DGcr,7ED04B,411,734,"Dentate gyrus crest",726,,/997/8/567/688/695/1089/1080/726/734/
DGcr-mo,7ED04B,412,742,"Dentate gyrus crest, molecular layer",734,,/997/8/567/688/695/1089/1080/726/734/742/
DGcr-po,7ED04B,413,751,"Dentate gyrus crest, polymorph layer",734,,/997/8/567/688/695/1089/1080/726/734/751/
DGcr-sg,7ED04B,414,758,"Dentate gyrus crest, granule cell layer",734,,/997/8/567/688/695/1089/1080/726/734/758/
DGlb,7ED04B,415,766,"Dentate gyrus lateral blade",726,,/997/8/567/688/695/1089/1080/726/766/
DGlb-mo,7ED04B,416,775,"Dentate gyrus lateral blade, molecular layer",766,,/997/8/567/688/695/1089/1080/726/766/775/
DGlb-po,7ED04B,417,782,"Dentate gyrus lateral blade, polymorph layer",766,,/997/8/567/688/695/1089/1080/726/766/782/
DGlb-sg,7ED04B,418,790,"Dentate gyrus lateral blade, granule cell layer",766,,/997/8/567/688/695/1089/1080/726/766/790/
DGmb,7ED04B,419,799,"Dentate gyrus medial blade",726,,/997/8/567/688/695/1089/1080/726/799/
DGmb-mo,7ED04B,420,807,"Dentate gyrus medial blade, molecular layer",799,,/997/8/567/688/695/1089/1080/726/799/807/
DGmb-po,7ED04B,421,815,"Dentate gyrus medial blade, polymorph layer",799,,/997/8/567/688/695/1089/1080/726/799/815/
DGmb-sg,7ED04B,422,823,"Dentate gyrus medial blade, granule cell layer",799,,/997/8/567/688/695/1089/1080/726/799/823/
FC,7ED04B,423,982,"Fasciola cinerea",1080,8,/997/8/567/688/695/1089/1080/982/
IG,7ED04B,424,19,"Induseum griseum",1080,,/997/8/567/688/695/1089/1080/19/
RHP,32B825,425,822,"Retrohippocampal region",1089,,/997/8/567/688/695/1089/822/
ENT,32B825,426,909,"Entorhinal area",822,,/997/8/567/688/695/1089/822/909/
ENTl,32B825,427,918,"Entorhinal area, lateral part",909,,/997/8/567/688/695/1089/822/909/918/
ENTl1,32B825,428,1121,"Entorhinal area, lateral part, layer 1",918,,/997/8/567/688/695/1089/822/909/918/1121/
ENTl2,32B825,429,20,"Entorhinal area, lateral part, layer 2",918,,/997/8/567/688/695/1089/822/909/918/20/
ENTl2/3,32B825,430,999,"Entorhinal area, lateral part, layer 2/3",918,,/997/8/567/688/695/1089/822/909/918/999/
ENTl2a,32B825,431,715,"Entorhinal area, lateral part, layer 2a",918,,/997/8/567/688/695/1089/822/909/918/715/
ENTl2b,32B825,432,764,"Entorhinal area, lateral part, layer 2b",918,,/997/8/567/688/695/1089/822/909/918/764/
ENTl3,32B825,433,52,"Entorhinal area, lateral part, layer 3",918,,/997/8/567/688/695/1089/822/909/918/52/
ENTl4,32B825,434,92,"Entorhinal area, lateral part, layer 4",918,,/997/8/567/688/695/1089/822/909/918/92/
ENTl4/5,32B825,435,312,"Entorhinal area, lateral part, layer 4/5",918,,/997/8/567/688/695/1089/822/909/918/312/
ENTl5,32B825,436,139,"Entorhinal area, lateral part, layer 5",918,,/997/8/567/688/695/1089/822/909/918/139/
ENTl5/6,32B825,437,387,"Entorhinal area, lateral part, layer 5/6",918,,/997/8/567/688/695/1089/822/909/918/387/
ENTl6a,32B825,438,28,"Entorhinal area, lateral part, layer 6a",918,,/997/8/567/688/695/1089/822/909/918/28/
ENTl6b,32B825,439,60,"Entorhinal area, lateral part, layer 6b",918,,/997/8/567/688/695/1089/822/909/918/60/
ENTm,32B825,440,926,"Entorhinal area, medial part, dorsal zone",909,,/997/8/567/688/695/1089/822/909/926/
ENTm1,32B825,441,526,"Entorhinal area, medial part, dorsal zone, layer 1",926,,/997/8/567/688/695/1089/822/909/926/526/
ENTm2,32B825,442,543,"Entorhinal area, medial part, dorsal zone, layer 2",926,,/997/8/567/688/695/1089/822/909/926/543/
ENTm2a,32B825,443,468,"Entorhinal area, medial part, dorsal zone, layer 2a",926,,/997/8/567/688/695/1089/822/909/926/468/
ENTm2b,32B825,444,508,"Entorhinal area, medial part, dorsal zone, layer 2b",926,,/997/8/567/688/695/1089/822/909/926/508/
ENTm3,32B825,445,664,"Entorhinal area, medial part, dorsal zone, layer 3",926,,/997/8/567/688/695/1089/822/909/926/664/
ENTm4,32B825,446,712,"Entorhinal area, medial part, dorsal zone, layer 4",926,,/997/8/567/688/695/1089/822/909/926/712/
ENTm5,32B825,447,727,"Entorhinal area, medial part, dorsal zone, layer 5",926,,/997/8/567/688/695/1089/822/909/926/727/
ENTm5/6,32B825,448,550,"Entorhinal area, medial part, dorsal zone, layer 5/6",926,,/997/8/567/688/695/1089/822/909/926/550/
ENTm6,32B825,449,743,"Entorhinal area, medial part, dorsal zone, layer 6",926,,/997/8/567/688/695/1089/822/909/926/743/
ENTmv,32B825,450,934,"Entorhinal area, medial part, ventral zone",909,,/997/8/567/688/695/1089/822/909/934/
ENTmv1,32B825,451,259,"Entorhinal area, medial part, ventral zone, layer 1",934,,/997/8/567/688/695/1089/822/909/934/259/
ENTmv2,32B825,452,324,"Entorhinal area, medial part, ventral zone, layer 2",934,,/997/8/567/688/695/1089/822/909/934/324/
ENTmv3,32B825,453,371,"Entorhinal area, medial part, ventral zone, layer 3",934,,/997/8/567/688/695/1089/822/909/934/371/
ENTmv4,32B825,454,419,"Entorhinal area, medial part, ventral zone, layer 4",934,,/997/8/567/688/695/1089/822/909/934/419/
ENTmv5/6,32B825,455,1133,"Entorhinal area, medial part, ventral zone, layer 5/6",934,,/997/8/567/688/695/1089/822/909/934/1133/
PAR,72D569,456,843,Parasubiculum,822,,/997/8/567/688/695/1089/822/843/
PAR1,72D569,457,10693,"Parasubiculum, layer 1",843,,/997/8/567/688/695/1089/822/843/10693/
PAR2,72D569,458,10694,"Parasubiculum, layer 2",843,,/997/8/567/688/695/1089/822/843/10694/
PAR3,72D569,459,10695,"Parasubiculum, layer 3",843,,/997/8/567/688/695/1089/822/843/10695/
POST,48C83C,460,1037,Postsubiculum,822,,/997/8/567/688/695/1089/822/1037/
POST1,48C83C,461,10696,"Postsubiculum, layer 1",1037,,/997/8/567/688/695/1089/822/1037/10696/
POST2,48C83C,462,10697,"Postsubiculum, layer 2",1037,,/997/8/567/688/695/1089/822/1037/10697/
POST3,48C83C,463,10698,"Postsubiculum, layer 3",1037,,/997/8/567/688/695/1089/822/1037/10698/
PRE,59B947,464,1084,Presubiculum,822,,/997/8/567/688/695/1089/822/1084/
PRE1,59B947,465,10699,"Presubiculum, layer 1",1084,,/997/8/567/688/695/1089/822/1084/10699/
PRE2,59B947,466,10700,"Presubiculum, layer 2",1084,,/997/8/567/688/695/1089/822/1084/10700/
PRE3,59B947,467,10701,"Presubiculum, layer 3",1084,,/997/8/567/688/695/1089/822/1084/10701/
SUB,4FC244,468,502,Subiculum,822,,/997/8/567/688/695/1089/822/502/
SUBd,4FC244,469,509,"Subiculum, dorsal part",502,,/997/8/567/688/695/1089/822/502/509/
SUBd-m,4FC244,470,829,"Subiculum, dorsal part, molecular layer",509,,/997/8/567/688/695/1089/822/502/509/829/
SUBd-sp,4BB547,471,845,"Subiculum, dorsal part, pyramidal layer",509,,/997/8/567/688/695/1089/822/502/509/845/
SUBd-sr,4FC244,472,837,"Subiculum, dorsal part, stratum radiatum",509,,/997/8/567/688/695/1089/822/502/509/837/
SUBv,4FC244,473,518,"Subiculum, ventral part",502,,/997/8/567/688/695/1089/822/502/518/
SUBv-m,4FC244,474,853,"Subiculum, ventral part, molecular layer",518,,/997/8/567/688/695/1089/822/502/518/853/
SUBv-sp,4BB547,475,870,"Subiculum, ventral part, pyramidal layer",518,,/997/8/567/688/695/1089/822/502/518/870/
SUBv-sr,4FC244,476,861,"Subiculum, ventral part, stratum radiatum",518,,/997/8/567/688/695/1089/822/502/518/861/
CTXsp,8ADA87,477,703,"Cortical subplate",688,,/997/8/567/688/703/
6b,8ADA87,478,16,"Layer 6b, isocortex",703,,/997/8/567/688/703/16/
CLA,8ADA87,479,583,Claustrum,703,,/997/8/567/688/703/583/
EP,A0EE9D,480,942,"Endopiriform nucleus",703,,/997/8/567/688/703/942/
EPd,A0EE9D,481,952,"Endopiriform nucleus, dorsal part",942,,/997/8/567/688/703/942/952/
EPv,A0EE9D,482,966,"Endopiriform nucleus, ventral part",942,,/997/8/567/688/703/942/966/
LA,90EB8D,483,131,"Lateral amygdalar nucleus",703,,/997/8/567/688/703/131/
BLA,9DE79C,484,295,"Basolateral amygdalar nucleus",703,,/997/8/567/688/703/295/
BLAa,9DE79C,485,303,"Basolateral amygdalar nucleus, anterior part",295,,/997/8/567/688/703/295/303/
BLAp,9DE79C,486,311,"Basolateral amygdalar nucleus, posterior part",295,,/997/8/567/688/703/295/311/
BLAv,9DE79C,487,451,"Basolateral amygdalar nucleus, ventral part",295,,/997/8/567/688/703/295/451/
BMA,84EA81,488,319,"Basomedial amygdalar nucleus",703,,/997/8/567/688/703/319/
BMAa,84EA81,489,327,"Basomedial amygdalar nucleus, anterior part",319,,/997/8/567/688/703/319/327/
BMAp,84EA81,490,334,"Basomedial amygdalar nucleus, posterior part",319,,/997/8/567/688/703/319/334/
PA,97EC93,491,780,"Posterior amygdalar nucleus",703,,/997/8/567/688/703/780/
CNU,98D6F9,492,623,"Cerebral nuclei",567,,/997/8/567/623/
STR,98D6F9,493,477,Striatum,623,,/997/8/567/623/477/
STRd,98D6F9,494,485,"Striatum dorsal region",477,,/997/8/567/623/477/485/
CP,98D6F9,495,672,Caudoputamen,485,,/997/8/567/623/477/485/672/
STRv,80CDF8,496,493,"Striatum ventral region",477,,/997/8/567/623/477/493/
ACB,80CDF8,497,56,"Nucleus accumbens",493,,/997/8/567/623/477/493/56/
FS,80CDF8,498,998,"Fundus of striatum",493,,/997/8/567/623/477/493/998/
OT,80CDF8,499,754,"Olfactory tubercle",493,,/997/8/567/623/477/493/754/
isl,80CDF8,500,481,"Islands of Calleja",754,,/997/8/567/623/477/493/754/481/
islm,80CDF8,501,489,"Major island of Calleja",754,,/997/8/567/623/477/493/754/489/
OT1-3,80CDF8,502,144,"Olfactory tubercle, layers 1-3",754,,/997/8/567/623/477/493/754/144/
OT1,80CDF8,503,458,"Olfactory tubercle, molecular layer",754,,/997/8/567/623/477/493/754/458/
OT2,80CDF8,504,465,"Olfactory tubercle, pyramidal layer",754,,/997/8/567/623/477/493/754/465/
OT3,80CDF8,505,473,"Olfactory tubercle, polymorph layer",754,,/997/8/567/623/477/493/754/473/
LSX,90CBED,506,275,"Lateral septal complex",477,,/997/8/567/623/477/275/
LS,90CBED,507,242,"Lateral septal nucleus",275,,/997/8/567/623/477/275/242/
LSc,90CBED,508,250,"Lateral septal nucleus, caudal (caudodorsal) part",242,,/997/8/567/623/477/275/242/250/
LSr,90CBED,509,258,"Lateral septal nucleus, rostral (rostroventral) part",242,,/997/8/567/623/477/275/242/258/
LSv,90CBED,510,266,"Lateral septal nucleus, ventral part",242,,/997/8/567/623/477/275/242/266/
SF,90CBED,511,310,"Septofimbrial nucleus",275,,/997/8/567/623/477/275/310/
SH,90CBED,512,333,"Septohippocampal nucleus",275,,/997/8/567/623/477/275/333/
sAMY,80C0E2,513,278,"Striatum-like amygdalar nuclei",477,,/997/8/567/623/477/278/
