acronym,color_hex_triplet,failed_facet,graph_order,id,name,parent_structure_id,st_level,structure_id_path,structure_name_facet
Pe5,2C74D9,734881840,1348,9634,"peritrigeminal nucleus, left",9633,,/4005/4006/9512/9633/9634/,3285961946
Pe5,2C74D9,734881840,1349,9635,"peritrigeminal nucleus, right",9633,,/4005/4006/9512/9633/9635/,2434538399
PnB,2E76DB,734881840,1350,9636,pontobulbar nucleus,9512,,/4005/4006/9512/9636/,2424370211
PnB,2E76DB,734881840,1351,9637,"pontobulbar nucleus, left",9636,,/4005/4006/9512/9636/9637/,2005466192
PnB,2E76DB,734881840,1352,9638,"pontobulbar nucleus, right",9636,,/4005/4006/9512/9636/9638/,2630165137
Pr,3078DD,734881840,1353,9639,prepositus nucleus,9512,,/4005/4006/9512/9639/,2813086329
Pr,3078DD,734881840,1354,9640,"prepositus nucleus, left",9639,,/4005/4006/9512/9639/9640/,3198845479
Pr,3078DD,734881840,1355,9641,"prepositus nucleus, right",9639,,/4005/4006/9512/9639/9641/,1382933616
RaM,327ADF,734881840,1356,9642,raphe nuclei of medulla,9512,,/4005/4006/9512/9642/,3661017616
RMg,327ADF,734881840,1357,9643,nucleus raphe magnus,9642,,/4005/4006/9512/9642/9643/,3083169507
RMg,327ADF,734881840,1358,9644,"nucleus raphe magnus, left",9643,,/4005/4006/9512/9642/9643/9644/,1813914943
RMg,327ADF,734881840,1359,9645,"nucleus raphe magnus, right",9643,,/4005/4006/9512/9642/9643/9645/,1104398465
ROb,327ADF,734881840,1360,9646,nucleus raphe obscurus,9642,,/4005/4006/9512/9642/9646/,387717012
ROb,327ADF,734881840,1361,9647,"nucleus raphe obscurus, left",9646,,/4005/4006/9512/9642/9646/9647/,215953803
ROb,327ADF,734881840,1362,9648,"nucleus raphe obscurus, right",9646,,/4005/4006/9512/9642/9646/9648/,2378137088
RPa,327ADF,734881840,1363,9649,nucleus raphe pallidus,9642,,/4005/4006/9512/9642/9649/,4057677556
RPRa,327AE0,734881840,1364,265504950,nucleus pararaphales,9642,,/4005/4006/9512/9642/265504950/,3118414386
RPRa,327AE0,734881840,1365,265504954,"nucleus pararaphales, left",265504950,,/4005/4006/9512/9642/265504950/265504954/,1305811279
RPRa,327AE0,734881840,1366,265504958,"nucleus pararaphales, right",265504950,,/4005/4006/9512/9642/265504950/265504958/,301429377
Ramb,347CE1,734881840,1367,9650,retroambiguus nucleus,9512,,/4005/4006/9512/9650/,2783574912
Ramb,347CE1,734881840,1368,9651,"retroambiguus nucleus, left",9650,,/4005/4006/9512/9650/9651/,249468723
Ramb,347CE1,734881840,1369,9652,"retroambiguus nucleus, right",9650,,/4005/4006/9512/9650/9652/,1208435736
Sol,367EE3,734881840,1370,9653,solitary nucleus,9512,,/4005/4006/9512/9653/,946732910
Sol,367EE3,734881840,1371,9654,"solitary nucleus, left",9653,,/4005/4006/9512/9653/9654/,1088438734
SolC,367EE3,734881840,1372,9655,"solitary nucleus, left, commissural subnucleus",9654,,/4005/4006/9512/9653/9654/9655/,1279531778
SolD,367EE3,734881840,1373,9656,"solitary nucleus, left, dorsal subnucleus",9654,,/4005/4006/9512/9653/9654/9656/,2286159568
SolDL,367EE3,734881840,1374,9657,"solitary nucleus, left, dorsolateral subnucleus",9654,,/4005/4006/9512/9653/9654/9657/,2499048253
SolG,367EE3,734881840,1375,9658,"solitary nucleus, left, gelantinosus subnucleus",9654,,/4005/4006/9512/9653/9654/9658/,763887028
SolI,367EE3,734881840,1376,9659,"solitary nucleus, left, interstitial subnucleus",9654,,/4005/4006/9512/9653/9654/9659/,2930128383
SolIM,367EE3,734881840,1377,9660,"solitary nucleus, left, intermediate subnucleus",9654,,/4005/4006/9512/9653/9654/9660/,3206657828
SolM,367EE3,734881840,1378,9661,"solitary nucleus, left, meidal subnucleus",9654,,/4005/4006/9512/9653/9654/9661/,2225641276
SolPaC,367EE3,734881840,1379,9662,"solitary nucleus, left, paracommissural part",9654,,/4005/4006/9512/9653/9654/9662/,564569007
SolV,367EE3,734881840,1380,9663,"solitary nucleus, left, ventral subnucleus",9654,,/4005/4006/9512/9653/9654/9663/,1084413029
SolVL,367EE3,734881840,1381,9664,"ventrolateral subnucleus of solitary tract, left",9654,,/4005/4006/9512/9653/9654/9664/,3415220615
Sol,367EE3,734881840,1382,9665,"solitary nucleus, right",9653,,/4005/4006/9512/9653/9665/,2336617583
SolC,367EE3,734881840,1383,9666,"solitary nucleus, right, commissural subnucleus",9665,,/4005/4006/9512/9653/9665/9666/,4184340941
SolD,367EE3,734881840,1384,9667,"solitary nucleus, right, dorsal subnucleus",9665,,/4005/4006/9512/9653/9665/9667/,2459856559
SolDL,367EE3,734881840,1385,9668,"solitary nucleus, right, dorsolateral subnucleus",9665,,/4005/4006/9512/9653/9665/9668/,2677706750
SolG,367EE3,734881840,1386,9669,"solitary nucleus, right, gelantinosus subnucleus",9665,,/4005/4006/9512/9653/9665/9669/,652804471
SolI,367EE3,734881840,1387,9670,"solitary nucleus, right, interstitial subnucleus",9665,,/4005/4006/9512/9653/9665/9670/,2781399356
SolIM,367EE3,734881840,1388,9671,"solitary nucleus, right, intermediate subnucleus",9665,,/4005/4006/9512/9653/9665/9671/,3025095655
SolM,367EE3,734881840,1389,9672,"solitary nucleus, right, meidal subnucleus",9665,,/4005/4006/9512/9653/9665/9672/,2658336579
SolPaC,367EE3,734881840,1390,9673,"solitary nucleus, right, paracommissural part",9665,,/4005/4006/9512/9653/9665/9673/,3039385277
SolV,367EE3,734881840,1391,9674,"solitary nucleus, right, ventral subnucleus",9665,,/4005/4006/9512/9653/9665/9674/,2147639968
SolVL,367EE3,734881840,1392,9675,"ventrolateral subnucleus of solitary tract, right",9665,,/4005/4006/9512/9653/9665/9675/,2228124987
Sp5,377FE4,734881840,1393,9676,spinal trigeminal nucleus,9512,,/4005/4006/9512/9676/,628703693
Sp5,377FE4,734881840,1394,9677,"spinal trigeminal nucleus, left",9676,,/4005/4006/9512/9676/9677/,3139068944
Sp5C,377FE4,734881840,1395,9680,"caudal spinal trigeminal nucleus, left",9677,,/4005/4006/9512/9676/9677/9680/,1128780560
Sp5Cg,377FE4,734881840,1396,9681,"caudal spinal trigeminal nucleus, left, gelatenous part",9680,,/4005/4006/9512/9676/9677/9680/9681/,733515807
SP5Cm,377FE4,734881840,1397,9682,"caudal spinal trigeminal nucleus, left, magnocellular part",9680,,/4005/4006/9512/9676/9677/9680/9682/,247233308
SP5Cz,377FE4,734881840,1398,9683,"caudal spinal trigeminal nucleus, left, zonal part",9680,,/4005/4006/9512/9676/9677/9680/9683/,3171122847
Sp5I,377FE4,734881840,1399,9678,"interpolar part of spinal trigeminal nucleus, left",9677,,/4005/4006/9512/9676/9677/9678/,947504980
Sp5O,377FE4,734881840,1400,9679,"oral part of spinal trigeminal nucleus, left",9677,,/4005/4006/9512/9676/9677/9679/,3700021641
Sp5,377FE4,734881840,1401,9684,"spinal trigeminal nucleus, right",9676,,/4005/4006/9512/9676/9684/,3939889561
Sp5C,377FE4,734881840,1402,9687,"caudal spinal trigeminal nucleus, right",9684,,/4005/4006/9512/9676/9684/9687/,3928861742
Sp5Cg,377FE4,734881840,1403,9688,"caudal spinal trigeminal nucleus, right, gelatenous part",9687,,/4005/4006/9512/9676/9684/9687/9688/,3348252578
SP5Cm,377FE4,734881840,1404,9689,"caudal spinal trigeminal nucleus, right, magnocellular part",9687,,/4005/4006/9512/9676/9684/9687/9689/,3606613181
SP5Cz,377FE4,734881840,1405,9690,"caudal spinal trigeminal nucleus, right, zonal part",9687,,/4005/4006/9512/9676/9684/9687/9690/,2734923198
Sp5I,377FE4,734881840,1406,9685,"interpolar part of spinal trigeminal nucleus, right",9684,,/4005/4006/9512/9676/9684/9685/,2615613363
Sp5O,377FE4,734881840,1407,9686,"oral part of spinal trigeminal nucleus, right",9684,,/4005/4006/9512/9676/9684/9686/,1667320260
Sge,3981E6,734881840,1408,9691,suprageniculate nucleus of the medulla,9512,,/4005/4006/9512/9691/,1557417520
Sge,3981E6,734881840,1409,9692,"suprageniculate nucleus of the medulla, left",9691,,/4005/4006/9512/9691/9692/,1952934657
Sge,3981E6,734881840,1410,9693,"suprageniculate nucleus of the medulla, right",9691,,/4005/4006/9512/9691/9693/,2158668900
SSp,3B83E8,734881840,1411,9694,supraspinal nucleus,9512,,/4005/4006/9512/9694/,4149143898
SSp,3B83E8,734881840,1412,9695,"supraspinal nucleus, left",9694,,/4005/4006/9512/9694/9695/,417314810
SSp,3B83E8,734881840,1413,9696,"supraspinal nucleus, right",9694,,/4005/4006/9512/9694/9696/,2863218476
8Ve,3D85EA,734881840,1414,9697,vestibular nuclei,9512,,/4005/4006/9512/9697/,2308078342
8Ve,3D85EA,734881840,1415,9698,"vestibular nuclei, left",9697,,/4005/4006/9512/9697/9698/,4206381181
LVe,3D85EA,734881840,1416,9699,"lateral vestibular nucleus, left",9698,,/4005/4006/9512/9697/9698/9699/,2194084161
MVe,3D85EA,734881840,1417,9700,"medial vestibular nucleus, left",9698,,/4005/4006/9512/9697/9698/9700/,1485340073
SpVe,3D85EA,734881840,1418,9702,"spinal vestibular nucleus, left",9698,,/4005/4006/9512/9697/9698/9702/,3291093753
SuVe,3D85EA,734881840,1419,9701,"superior vestibular nucleus, left",9698,,/4005/4006/9512/9697/9698/9701/,2805510378
8Ve,3D85EA,734881840,1420,9703,"vestibular nuclei, right",9697,,/4005/4006/9512/9697/9703/,3650571856
LVe,3D85EA,734881840,1421,9704,"lateral vestibular nucleus, right",9703,,/4005/4006/9512/9697/9703/9704/,4135603598
MVe,3D85EA,734881840,1422,9705,"medial vestibular nucleus, right",9703,,/4005/4006/9512/9697/9703/9705/,1485531304
SpVe,3D85EA,734881840,1423,9707,"spinal vestibular nucleus, right",9703,,/4005/4006/9512/9697/9703/9707/,863804219
SuVe,3D85EA,734881840,1424,9706,"superior vestibular nucleus, right",9703,,/4005/4006/9512/9697/9703/9706/,3080833103
WM,F2F1F0,734881840,1425,9218,white matter,4005,,/4005/9218/,386386309
TELWM,F2F1F0,734881840,1426,9219,telencephalic white matter,9218,,/4005/9218/9219/,2732846418
TELCom,F2F1F0,734881840,1427,9220,telencephalic commissures,9219,,/4005/9218/9219/9220/,2811008190
ac,F2F1F0,734881840,1428,9221,anterior commissure,9220,,/4005/9218/9219/9220/9221/,2776019666
cc,F2F1F0,734881840,1429,9222,corpus callosum,9220,,/4005/9218/9219/9220/9222/,3022588286
bcc,F2F1F0,734881840,1430,9224,body of the corpus callosum,9222,,/4005/9218/9219/9220/9222/9224/,2597207525
gcc,F2F1F0,734881840,1431,9223,genu of the corpus callosum,9222,,/4005/9218/9219/9220/9222/9223/,3523623993
rcc,F2F1F0,734881840,1432,9226,rostrum of the corpus callosum,9222,,/4005/9218/9219/9220/9222/9226/,4093648693
scc,F2F1F0,734881840,1433,9225,splenium of the corpus callosum,9222,,/4005/9218/9219/9220/9222/9225/,3878141811
rdcc,F2F1F0,734881840,1434,265504962,radiations of corpus callosum,9222,,/4005/9218/9219/9220/9222/265504962/,309282676
tap,F2F1F0,734881840,1435,265504966,tapetum of corpus callosum,9222,,/4005/9218/9219/9220/9222/265504966/,3990105323
hbc,F2F1F0,734881840,1436,9227,habenular commissure,9220,,/4005/9218/9219/9220/9227/,4058360785
hc,F2F1F0,734881840,1437,9228,hippocampal commissure,9220,,/4005/9218/9219/9220/9228/,902294798
pc,F2F1F0,734881840,1438,9229,posterior commissure,9220,,/4005/9218/9219/9220/9229/,4129046125
smc,F2F1F0,734881840,1439,265504970,supramamillary commissure,9220,,/4005/9218/9219/9220/265504970/,862199795
TelTr,F2F1F0,734881840,1440,9230,telencephalic white matter tracts,9219,,/4005/9218/9219/9230/,2627927986
ar,F2F1F0,734881840,1441,265504974,acoustic radiation,9230,,/4005/9218/9219/9230/265504974/,3475949996
ar,F2F1F0,734881840,1442,265504978,"acoustic radiation, left",265504974,,/4005/9218/9219/9230/265504974/265504978/,193667537
ar,F2F1F0,734881840,1443,265504982,"acoustic radiation, right",265504974,,/4005/9218/9219/9230/265504974/265504982/,101094138
arf,F2F1F0,734881840,1444,9231,arcuate fasciculus,9230,,/4005/9218/9219/9230/9231/,3754681235
arf,F2F1F0,734881840,1445,9232,"arcuate fasciculus, left",9231,,/4005/9218/9219/9230/9231/9232/,2287055222
arf,F2F1F0,734881840,1446,9233,"arcuate fasciculus, right",9231,,/4005/9218/9219/9230/9231/9233/,1312259617
alv,F2F1F0,734881840,1447,9234,alveus,9230,,/4005/9218/9219/9230/9234/,3047472302
alv,F2F1F0,734881840,1448,9235,"alveus, left",9234,,/4005/9218/9219/9230/9234/9235/,2901628092
alv,F2F1F0,734881840,1449,9236,"alveus, right",9234,,/4005/9218/9219/9230/9234/9236/,899872618
amtg,F2F1F0,734881840,1450,265504986,amygdalotegmental tract,9230,,/4005/9218/9219/9230/265504986/,295359253
amtg,F2F1F0,734881840,1451,265504990,"amygdalotegmental tract, left",265504986,,/4005/9218/9219/9230/265504986/265504990/,152645048
amtg,F2F1F0,734881840,1452,265504994,"amygdalotegmental tract, right",265504986,,/4005/9218/9219/9230/265504986/265504994/,845863178
agb,F2F1F0,734881840,1453,265504998,angular bundle,9230,,/4005/9218/9219/9230/265504998/,1383200630
agb,F2F1F0,734881840,1454,265505002,"angular bundle, left",265504998,,/4005/9218/9219/9230/265504998/265505002/,3231329320
agb,F2F1F0,734881840,1455,265505006,"angular bundle, right",265504998,,/4005/9218/9219/9230/265504998/265505006/,3266103631
al,F2F1F0,734881840,1456,9237,ansa lenticularis,9230,,/4005/9218/9219/9230/9237/,609421740
al,F2F1F0,734881840,1457,9238,"ansa lenticularis, left",9237,,/4005/9218/9219/9230/9237/9238/,3732704778
al,F2F1F0,734881840,1458,9239,"ansa lenticularis, right",9237,,/4005/9218/9219/9230/9237/9239/,399666697
ap,F2F1F0,734881840,1459,265505010,ansa peduncularis,9230,,/4005/9218/9219/9230/265505010/,668804162
ap,F2F1F0,734881840,1460,265505014,"ansa peduncularis, left",265505010,,/4005/9218/9219/9230/265505010/265505014/,3299041308
ap,F2F1F0,734881840,1461,265505018,"ansa peduncularis, right",265505010,,/4005/9218/9219/9230/265505010/265505018/,3810264246
bx,F2F1F0,734881840,1462,265505022,bundle X,9230,,/4005/9218/9219/9230/265505022/,3626534032
bx,F2F1F0,734881840,1463,265505026,"bundle X, left",265505022,,/4005/9218/9219/9230/265505022/265505026/,3830616278
bx,F2F1F0,734881840,1464,265505030,"bundle X, right",265505022,,/4005/9218/9219/9230/265505022/265505030/,2559434472
cgb,F2F1F0,734881840,1465,9240,cingulum bundle,9230,,/4005/9218/9219/9230/9240/,1622445056
cgb,F2F1F0,734881840,1466,9241,"cingulum bundle, left",9240,,/4005/9218/9219/9230/9240/9241/,4120853728
cgb,F2F1F0,734881840,1467,9242,"cingulum bundle, right",9240,,/4005/9218/9219/9230/9240/9242/,1462142685
comb,F2F1F0,734881840,1468,265505034,comb fibers,9230,,/4005/9218/9219/9230/265505034/,867897931
comb,F2F1F0,734881840,1469,265505038,"comb fibers, left",265505034,,/4005/9218/9219/9230/265505034/265505038/,3366969217
comb,F2F1F0,734881840,1470,265505042,"comb fibers, right",265505034,,/4005/9218/9219/9230/265505034/265505042/,1840179184
cor,F2F1F0,734881840,1471,265505046,corona radiata,9230,,/4005/9218/9219/9230/265505046/,3567868523
cor,F2F1F0,734881840,1472,265505050,"corona radiata, left",265505046,,/4005/9218/9219/9230/265505046/265505050/,4047343630
cor,F2F1F0,734881840,1473,265505054,"corona radiata, right",265505046,,/4005/9218/9219/9230/265505046/265505054/,277932814
cbu,F2F1F0,734881840,1474,265505058,corticobulbar tract,9230,,/4005/9218/9219/9230/265505058/,1514915928
cbu-sc,F2F1F0,734881840,1475,265505062,"corticobulbar tract, supracapsular part",265505058,,/4005/9218/9219/9230/265505058/265505062/,2256415681
cbu-sc,F2F1F0,734881840,1476,265505066,"corticobulbar tract, supracapsular part, left",265505062,,/4005/9218/9219/9230/265505058/265505062/265505066/,1504907271
cbu-sc,F2F1F0,734881840,1477,265505070,"corticobulbar tract, supracapsular part, right",265505062,,/4005/9218/9219/9230/265505058/265505062/265505070/,1776606506
cbu-ic,F2F1F0,734881840,1478,265505074,"corticobulbar tract, infracapsular part",265505058,,/4005/9218/9219/9230/265505058/265505074/,2905958475
cbu-ic,F2F1F0,734881840,1479,265505078,"corticobulbar tract, infracapsular part, left",265505074,,/4005/9218/9219/9230/265505058/265505074/265505078/,2177266461
cbu-ic,F2F1F0,734881840,1480,265505082,"corticobulbar tract, infracapsular part, right",265505074,,/4005/9218/9219/9230/265505058/265505074/265505082/,2489209139
ec,F2F1F0,734881840,1481,9243,external capsule,9230,,/4005/9218/9219/9230/9243/,1857747964
ec,F2F1F0,734881840,1482,9244,"external capsule, left",9243,,/4005/9218/9219/9230/9243/9244/,914129764
ec,F2F1F0,734881840,1483,9245,"external capsule, right",9243,,/4005/9218/9219/9230/9243/9245/,3174048347
emlgp,F2F1F0,734881840,1484,265505086,external medullary lamina of globus pallidus,9230,,/4005/9218/9219/9230/265505086/,3013450932
emlgp,F2F1F0,734881840,1485,265505090,"external medullary lamina of globus pallidus, left",265505086,,/4005/9218/9219/9230/265505086/265505090/,1188139484
emlgp,F2F1F0,734881840,1486,265505094,"external medullary lamina of globus pallidus, right",265505086,,/4005/9218/9219/9230/265505086/265505094/,2029696247
emlth,F2F1F0,734881840,1487,265505098,external medullary lamina of thalamus,9230,,/4005/9218/9219/9230/265505098/,3031581014
emlth,F2F1F0,734881840,1488,265505102,"external medullary lamina of thalamus, left",265505098,,/4005/9218/9219/9230/265505098/265505102/,2435201360
emlth,F2F1F0,734881840,1489,265505106,"external medullary lamina of thalamus, right",265505098,,/4005/9218/9219/9230/265505098/265505106/,2619575380
exc,F2F1F0,734881840,1490,9246,extreme capsule,9230,,/4005/9218/9219/9230/9246/,2021405055
exc,F2F1F0,734881840,1491,9247,"extreme capsule, left",9246,,/4005/9218/9219/9230/9246/9247/,1181776752
exc,F2F1F0,734881840,1492,9248,"extreme capsule, right",9246,,/4005/9218/9219/9230/9246/9248/,2811951838
fx,F2F1F0,734881840,1493,9249,fornix,9230,,/4005/9218/9219/9230/9249/,496175781
fx,F2F1F0,734881840,1494,9250,"fornix, left",9249,,/4005/9218/9219/9230/9249/9250/,3810825483
afx,F2F1F0,734881840,1495,9251,"anterior column of the fornix, left",9250,,/4005/9218/9219/9230/9249/9250/9251/,3418868323
bfx,F2F1F0,734881840,1496,9252,"body of the fornix, left",9250,,/4005/9218/9219/9230/9249/9250/9252/,262179600
fi,F2F1F0,734881840,1497,9253,"fimbria, left",9250,,/4005/9218/9219/9230/9249/9250/9253/,2356666181
pfx,F2F1F0,734881840,1498,9254,"posterior column of the fornix, left",9250,,/4005/9218/9219/9230/9249/9250/9254/,152064540
fx,F2F1F0,734881840,1499,9255,"fornix, right",9249,,/4005/9218/9219/9230/9249/9255/,1625818756
afx,F2F1F0,734881840,1500,9256,"anterior column of the fornix, right",9255,,/4005/9218/9219/9230/9249/9255/9256/,598281393
bfx,F2F1F0,734881840,1501,9257,"body of the fornix, right",9255,,/4005/9218/9219/9230/9249/9255/9257/,3932244854
fi,F2F1F0,734881840,1502,9258,"fimbria, right",9255,,/4005/9218/9219/9230/9249/9255/9258/,4058200409
pfx,F2F1F0,734881840,1503,9259,"posterior column of the fornix, right",9255,,/4005/9218/9219/9230/9249/9255/9259/,3822172036
ilf,F2F1F0,734881840,1504,9260,inferior longitudinal fasciculus,9230,,/4005/9218/9219/9230/9260/,1844594771
ilf,F2F1F0,734881840,1505,9261,"inferior longitudinal fasciculus, left",9260,,/4005/9218/9219/9230/9260/9261/,3585580048
ilf,F2F1F0,734881840,1506,9262,"inferior longitudinal fasciculus, right",9260,,/4005/9218/9219/9230/9260/9262/,3938147425
ithp,F2F1F0,734881840,1507,265505110,inferior thalamic peduncle,9230,,/4005/9218/9219/9230/265505110/,3031538495
ithp,F2F1F0,734881840,1508,265505114,"inferior thalamic peduncle, left",265505110,,/4005/9218/9219/9230/265505110/265505114/,1865265108
ithp,F2F1F0,734881840,1509,265505118,"inferior thalamic peduncle, right",265505110,,/4005/9218/9219/9230/265505110/265505118/,1980285179
ic,F2F1F0,734881840,1510,9263,internal capsule,9230,,/4005/9218/9219/9230/9263/,2936038281
ic,F2F1F0,734881840,1511,9264,"internal capsule, left",9263,,/4005/9218/9219/9230/9263/9264/,1850155342
ic,F2F1F0,734881840,1512,9265,"internal capsule, right",9263,,/4005/9218/9219/9230/9263/9265/,1725157423
imlgp,F2F1F0,734881840,1513,265505122,internal medullary lamina of globus pallidus,9230,,/4005/9218/9219/9230/265505122/,1913516544
imlgp,F2F1F0,734881840,1514,265505126,"internal medullary lamina of globus pallidus, left",265505122,,/4005/9218/9219/9230/265505122/265505126/,3433370688
imlgp,F2F1F0,734881840,1515,265505130,"internal medullary lamina of globus pallidus, right",265505122,,/4005/9218/9219/9230/265505122/265505130/,2177441565
imlth,F2F1F0,734881840,1516,265505134,internal medullary lamina of thalamus,9230,,/4005/9218/9219/9230/265505134/,784740151
imlth,F2F1F0,734881840,1517,265505138,"internal medullary lamina of thalamus, left",265505134,,/4005/9218/9219/9230/265505134/265505138/,1616193134
imlth,F2F1F0,734881840,1518,265505142,"internal medullary lamina of thalamus, right",265505134,,/4005/9218/9219/9230/265505134/265505142/,1572070112
lls,F2F1F0,734881840,1519,265505146,lateral longitudinal stria,9230,,/4005/9218/9219/9230/265505146/,1668397454
lls,F2F1F0,734881840,1520,265505150,"lateral longitudinal stria, left",265505146,,/4005/9218/9219/9230/265505146/265505150/,4214349523
lls,F2F1F0,734881840,1521,265505154,"lateral longitudinal stria, right",265505146,,/4005/9218/9219/9230/265505146/265505154/,3908585769
lef,F2F1F0,734881840,1522,265505158,lenticular fasciculus,9230,,/4005/9218/9219/9230/265505158/,1482289504
lef,F2F1F0,734881840,1523,4510,"lenticular fasciculus, left",265505158,,/4005/9218/9219/9230/265505158/4510/,4064557577
lef,F2F1F0,734881840,1524,4516,"lenticular fasciculus, right",265505158,,/4005/9218/9219/9230/265505158/4516/,2398553863
mp,F2F1F0,734881840,1525,265505166,mammillary peduncle,9230,,/4005/9218/9219/9230/265505166/,4130265730
mp,F2F1F0,734881840,1526,265505170,"mammillary peduncle, left",265505166,,/4005/9218/9219/9230/265505166/265505170/,987199194
mp,F2F1F0,734881840,1527,265505174,"mammillary peduncle, right",265505166,,/4005/9218/9219/9230/265505166/265505174/,2447709989
mtg,F2F1F0,734881840,1528,265505178,mammillotegmental tract,9230,,/4005/9218/9219/9230/265505178/,1041591581
mtg,F2F1F0,734881840,1529,265505182,"mammillotegmental tract, left",265505178,,/4005/9218/9219/9230/265505178/265505182/,3432431120
mtg,F2F1F0,734881840,1530,265505186,"mammillotegmental tract, right",265505178,,/4005/9218/9219/9230/265505178/265505186/,3936517443
mtt,F2F1F0,734881840,1531,9266,mammillothalamic tract,9230,,/4005/9218/9219/9230/9266/,1649345323
mtt,F2F1F0,734881840,1532,9267,"mammillothalamic tract, left",9266,,/4005/9218/9219/9230/9266/9267/,4188122014
mtt,F2F1F0,734881840,1533,9268,"mammillothalamic tract, right",9266,,/4005/9218/9219/9230/9266/9268/,3768050801
mfb,F2F1F0,734881840,1534,265505190,medial forebrain bundle,9230,,/4005/9218/9219/9230/265505190/,4274696721
mfb,F2F1F0,734881840,1535,265505194,"medial forebrain bundle, left",265505190,,/4005/9218/9219/9230/265505190/265505194/,1600760172
mfb,F2F1F0,734881840,1536,265505198,"medial forebrain bundle, right",265505190,,/4005/9218/9219/9230/265505190/265505198/,3011690307
mls,F2F1F0,734881840,1537,265505202,medial longitudinal stria,9230,,/4005/9218/9219/9230/265505202/,2326236480
mls,F2F1F0,734881840,1538,265505206,"medial longitudinal stria, left",265505202,,/4005/9218/9219/9230/265505202/265505206/,561951291
mls,F2F1F0,734881840,1539,265505210,"medial longitudinal stria, right",265505202,,/4005/9218/9219/9230/265505202/265505210/,1190358031
or-lp,F2F1F0,734881840,1540,265505214,Meyer's loop of optic radiation ,9230,,/4005/9218/9219/9230/265505214/,533032723
or-lp,F2F1F0,734881840,1541,265505218,"Meyer's loop of optic radiation , left",265505214,,/4005/9218/9219/9230/265505214/265505218/,2475104590
or-lp,F2F1F0,734881840,1542,265505222,"Meyer's loop of optic radiation , right",265505214,,/4005/9218/9219/9230/265505214/265505222/,1714294807
milf,F2F1F0,734881840,1543,265505226,middle longitudinal fasciculus,9230,,/4005/9218/9219/9230/265505226/,1120384842
milf,F2F1F0,734881840,1544,265505230,"middle longitudinal fasciculus, left",265505226,,/4005/9218/9219/9230/265505226/265505230/,3488481665
milf,F2F1F0,734881840,1545,265505234,"middle longitudinal fasciculus, right",265505226,,/4005/9218/9219/9230/265505226/265505234/,1839834670
off,F2F1F0,734881840,1546,9269,occipitofrontal fasciculus,9230,,/4005/9218/9219/9230/9269/,1658280316
off,F2F1F0,734881840,1547,9270,"occipitofrontal fasciculus, left",9269,,/4005/9218/9219/9230/9269/9270/,3799879152
off,F2F1F0,734881840,1548,9271,"occipitofrontal fasciculus, right",9269,,/4005/9218/9219/9230/9269/9271/,1250325512
orpt,F2F1F0,734881840,1549,265505238,orbito-polar tract,9230,,/4005/9218/9219/9230/265505238/,2300508011
orpt,F2F1F0,734881840,1550,265505242,"orbito-polar tract, left",265505238,,/4005/9218/9219/9230/265505238/265505242/,2638938345
orpt,F2F1F0,734881840,1551,265505246,"orbito-polar tract, right",265505238,,/4005/9218/9219/9230/265505238/265505246/,781380165
perf,F2F1F0,734881840,1552,265505250,perforant path,9230,,/4005/9218/9219/9230/265505250/,436991788
perf,F2F1F0,734881840,1553,265505254,"perforant path, left",265505250,,/4005/9218/9219/9230/265505250/265505254/,394566457
perf,F2F1F0,734881840,1554,265505258,"perforant path, right",265505250,,/4005/9218/9219/9230/265505250/265505258/,2831939338
ppf,F2F1F0,734881840,1555,9272,perpendicular fasciculus,9230,,/4005/9218/9219/9230/9272/,382183978
ppf,F2F1F0,734881840,1556,9273,"perpendicular fasciculus, left",9272,,/4005/9218/9219/9230/9272/9273/,887085956
ppf,F2F1F0,734881840,1557,9274,"perpendicular fasciculus, right",9272,,/4005/9218/9219/9230/9272/9274/,490234747
ponb,F2F1F0,734881840,1558,265505262,pontine bundle,9230,,/4005/9218/9219/9230/265505262/,1737697823
ponb,F2F1F0,734881840,1559,265505266,"pontine bundle, left",265505262,,/4005/9218/9219/9230/265505262/265505266/,3235014554
ponb,F2F1F0,734881840,1560,265505270,"pontine bundle, right",265505262,,/4005/9218/9219/9230/265505262/265505270/,3888337828
rthp,F2F1F0,734881840,1561,265505274,rostral thalamic peduncle,9230,,/4005/9218/9219/9230/265505274/,3265692084
rthp,F2F1F0,734881840,1562,265505278,"rostral thalamic peduncle, left",265505274,,/4005/9218/9219/9230/265505274/265505278/,2897788712
rthp,F2F1F0,734881840,1563,265505282,"rostral thalamic peduncle, right",265505274,,/4005/9218/9219/9230/265505274/265505282/,3267423196
sst,F2F1F0,734881840,1564,265505286,sagittal stratum,9230,,/4005/9218/9219/9230/265505286/,3927782858
sst,F2F1F0,734881840,1565,265505290,"sagittal stratum, left",265505286,,/4005/9218/9219/9230/265505286/265505290/,2231018382
sste,F2F1F0,734881840,1566,265505294,"external sagittal stratum, left",265505290,,/4005/9218/9219/9230/265505286/265505290/265505294/,2538796301
ssti,F2F1F0,734881840,1567,265505298,"internal sagittal stratum, left",265505290,,/4005/9218/9219/9230/265505286/265505290/265505298/,576481011
sst,F2F1F0,734881840,1568,265505302,"sagittal stratum, right",265505286,,/4005/9218/9219/9230/265505286/265505302/,4250775325
