acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,st_level,structure_id_path
A6/32-6,FDD92E,910,266441241,"layer VI of area 6/32",266441217,,/10153/10154/10155/10156/10157/10158/10159/10160/10161/10162/266441217/266441241/
M1C-S1C,EEAF80,911,10291,"primary motor-sensory cortex (samples)",10160,,/10153/10154/10155/10156/10157/10158/10159/10160/10291/
PCx,F0DABE,912,10208,"parietal neocortex",10160,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/
S1C,EC813B,913,10209,"primary somatosensory cortex (area S1, areas 3,1,2)",10208,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/
S1hf,EC813B,914,10210,"head and face region of S1",10209,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10210/
S1hf1,EFCEB6,915,10913,"layer I of area S1hf",10210,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10210/10913/
S1hf2,EC813B,916,10914,"layer II of area S1hf",10210,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10210/10914/
S1hf3,ED8F56,917,10915,"layer III of area S1hf",10210,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10210/10915/
S1hf4,EC813B,918,10916,"layer IV of area S1hf",10210,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10210/10916/
S1hf5,ED8F56,919,10917,"layer V of area S1hf",10210,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10210/10917/
S1hf6,EC813B,920,10918,"layer VI of area S1hf",10210,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10210/10918/
S1ul,EC813B,921,10211,"upper limb region of S1",10209,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10211/
S1ul1,EFCEB6,922,10919,"layer I of area S1ul",10211,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10211/10919/
S1ul2,EC813B,923,10920,"layer II of area S1ul",10211,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10211/10920/
S1ul3,ED8F56,924,10921,"layer III of area S1ul",10211,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10211/10921/
S1ul4,EC813B,925,10922,"layer IV of area S1ul",10211,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10211/10922/
S1ul5,ED8F56,926,10923,"layer V of area S1ul",10211,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10211/10923/
S1ul6,EC813B,927,10924,"layer VI of area S1ul",10211,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10211/10924/
S1tr,EC813B,928,10212,"trunk region of S1",10209,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10212/
S1tr1,EFCEB6,929,10925,"layer I of area S1tr",10212,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10212/10925/
S1tr2,EC813B,930,10926,"layer II of area S1tr",10212,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10212/10926/
S1tr3,ED8F56,931,10927,"layer III of area S1tr",10212,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10212/10927/
S1tr4,EC813B,932,10928,"layer IV of area S1tr",10212,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10212/10928/
S1tr5,ED8F56,933,10929,"layer V of area S1tr",10212,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10212/10929/
S1tr6,EC813B,934,10930,"layer VI of area S1tr",10212,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10212/10930/
S1lm,EC813B,935,10213,"lower limb region of S1",10209,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10213/
S1lm1,EFCEB6,936,10931,"layer I of area S1lm",10213,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10213/10931/
S1lm2,EC813B,937,10932,"layer II of area S1lm",10213,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10213/10932/
S1lm3,ED8F56,938,10933,"layer III of area S1lm",10213,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10213/10933/
S1lm4,EC813B,939,10934,"layer IV of area S1lm",10213,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10213/10934/
S1lm5,ED8F56,940,10935,"layer V of area S1lm",10213,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10213/10935/
S1lm6,EC813B,941,10936,"layer VI of area S1lm",10213,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10209/10213/10936/
ScC,EDC38D,942,13010,"subcentral cortex (gustatory cortex, area 43)",10208,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/13010/
PoPC,F0D0A6,943,10214,"posterior parietal cortex",10208,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/
SPC,E49C33,944,10215,"posterodorsal (superior) parietal cortex",10214,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/
A5,E49C33,945,10216,"rostral division of SPC (area 5)",10215,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/
A5ci,E49C33,946,10217,"cingulate subdivision of area 5",10216,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10217/
A5ci1,F0DABE,947,10979,"layer I of area 5ci",10217,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10217/10979/
A5ci2,E49C33,948,10980,"layer II of area 5ci",10217,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10217/10980/
A5ci3,E7A64F,949,10981,"layer III of area 5ci",10217,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10217/10981/
A5ci4,E49C33,950,10982,"layer IV of area 5ci",10217,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10217/10982/
A5ci5,E7A64F,951,10983,"layer V of area 5ci",10217,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10217/10983/
A5ci6,E49C33,952,10984,"layer VI of area 5ci",10217,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10217/10984/
A5l,E49C33,953,10218,"lateral subdivision of area 5",10216,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10218/
A5l1,F0DABE,954,10985,"layer I of area 5l",10218,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10218/10985/
A5l2,E49C33,955,10986,"layer II of area 5l",10218,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10218/10986/
A5l3,E7A64F,956,10987,"layer III of area 5l",10218,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10218/10987/
A5l4,E49C33,957,10988,"layer IV of area 5l",10218,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10218/10988/
A5l5,E7A64F,958,10989,"layer V of area 5l",10218,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10218/10989/
A5l6,E49C33,959,10990,"layer VI of area 5l",10218,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10218/10990/
A5m,E49C33,960,10219,"medial subdivision of area 5",10216,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10219/
A5m1,F0DABE,961,10991,"layer I of area 5m",10219,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10219/10991/
A5m2,E49C33,962,10992,"layer II of area 5m",10219,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10219/10992/
A5m3,E7A64F,963,10993,"layer III of area 5m",10219,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10219/10993/
A5m4,E49C33,964,10994,"layer IV of area 5m",10219,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10219/10994/
A5m5,E7A64F,965,10995,"layer V of area 5m",10219,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10219/10995/
A5m6,E49C33,966,10996,"layer VI of area 5m",10219,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10216/10219/10996/
A7,E49C33,967,10220,"caudal division of SPC (area 7)",10215,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/
A7r,E49C33,968,10221,"rostral subdivision of area 7",10220,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10221/
A7r1,F0DABE,969,10997,"layer I of area 7r",10221,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10221/10997/
A7r2,E49C33,970,10998,"layer II of area 7r",10221,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10221/10998/
A7r3,E7A64F,971,10999,"layer III of area 7r",10221,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10221/10999/
A7r4,E49C33,972,11000,"layer IV of area 7r",10221,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10221/11000/
A7r5,E7A64F,973,11001,"layer V of area 7r",10221,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10221/11001/
A7r6,E49C33,974,11002,"layer VI of area 7r",10221,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10221/11002/
A7m,E49C33,975,10222,"medial subdivision of area 7",10220,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10222/
A7m1,F0DABE,976,11003,"layer I of area 7m",10222,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10222/11003/
A7m2,E49C33,977,11004,"layer II of area 7m",10222,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10222/11004/
A7m3,E7A64F,978,11005,"layer III of area 7m",10222,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10222/11005/
A7m4,E49C33,979,11006,"layer IV of area 7m",10222,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10222/11006/
A7m5,E7A64F,980,11007,"layer V of area 7m",10222,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10222/11007/
A7m6,E49C33,981,11008,"layer VI of area 7m",10222,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10222/11008/
A7c,E49C33,982,10223,"caudal subdivision of area 7",10220,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10223/
A7c1,F0DABE,983,11009,"layer I of area 7c",10223,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10223/11009/
A7c2,E49C33,984,11010,"layer II of area 7c",10223,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10223/11010/
A7c3,E7A64F,985,11011,"layer III of area 7c",10223,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10223/11011/
A7c4,E49C33,986,11012,"layer IV of area 7c",10223,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10223/11012/
A7c5,E7A64F,987,11013,"layer V of area 7c",10223,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10223/11013/
A7c6,E49C33,988,11014,"layer VI of area 7c",10223,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10223/11014/
A7pc,E49C33,989,10224,"postcentral subdivision of area 7",10220,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10224/
A7pc1,F0DABE,990,11015,"layer I of area 7pc",10224,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10224/11015/
A7pc2,E49C33,991,11016,"layer II of area 7pc",10224,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10224/11016/
A7pc3,E7A64F,992,11017,"layer III of area 7pc",10224,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10224/11017/
A7pc4,E49C33,993,11018,"layer IV of area 7pc",10224,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10224/11018/
A7pc5,E7A64F,994,11019,"layer V of area 7pc",10224,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10224/11019/
A7pc6,E49C33,995,11020,"layer VI of area 7pc",10224,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/10224/11020/
A7ip,E49C33,996,267498979,"intraparietal subdivision of area 7 (A7ip)",10220,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/
A7ipr,E49C33,997,267498983,"area 7ip, rostral part (A7ipr)",267498979,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267498983/
A7ipr1,F0DABE,998,267498987,"layer I of area 7ipr",267498983,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267498983/267498987/
A7ipr2,E49C33,999,267498991,"layer II of area 7ipr",267498983,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267498983/267498991/
A7ipr3,E7A64F,1000,267498995,"layer III of area 7ipr",267498983,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267498983/267498995/
A7ipr4,E49C33,1001,267498999,"layer IV of area 7ipr",267498983,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267498983/267498999/
A7ipr5,E7A64F,1002,267499003,"layer V of area 7ipr",267498983,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267498983/267499003/
A7ipr6,E49C33,1003,267499007,"layer VI of area 7ipr",267498983,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267498983/267499007/
A7ipc,E49C33,1004,267499011,"area 7ip, caudal part (A7ipc)",267498979,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267499011/
A7ipc1,F0DABE,1005,267499015,"layer I of area 7ipc",267499011,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267499011/267499015/
A7ipc2,E49C33,1006,267499019,"layer II of area 7ipc",267499011,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267499011/267499019/
A7ipc3,E7A64F,1007,267499023,"layer III of area 7ipc",267499011,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267499011/267499023/
A7ipc4,E49C33,1008,267499027,"layer IV of area 7ipc",267499011,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267499011/267499027/
A7ipc5,E7A64F,1009,267499031,"layer V of area 7ipc",267499011,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267499011/267499031/
A7ipc6,E49C33,1010,267499035,"layer VI of area 7ipc",267499011,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10215/10220/267498979/267499011/267499035/
IPC,D38E32,1011,10225,"posteroventral (inferior) parietal cortex",10214,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/
A40,D38E32,1012,10226,"rostral division of IPC (area 40)",10225,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/
A40rd,D38E32,1013,10227,"rostrodorsal subdivision of area 40",10226,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10227/
A40rd1,F0DABE,1014,10937,"layer I of area 40rd",10227,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10227/10937/
A40rd2,D38E32,1015,10938,"layer II of area 40rd",10227,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10227/10938/
A40rd3,E49C33,1016,10939,"layer III of area 40rd",10227,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10227/10939/
A40rd4,D38E32,1017,10940,"layer IV of area 40rd",10227,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10227/10940/
A40rd5,E49C33,1018,10941,"layer V of area 40rd",10227,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10227/10941/
A40rd6,D38E32,1019,10942,"layer VI of area 40rd",10227,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10227/10942/
A40rv,D38E32,1020,10228,"rostroventral subdivision of area 40",10226,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10228/
A40rv1,F0DABE,1021,10943,"layer I of area 40rv",10228,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10228/10943/
A40rv2,D38E32,1022,10944,"layer II of area 40rv",10228,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10228/10944/
A40rv3,E49C33,1023,10945,"layer III of area 40rv",10228,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10228/10945/
A40rv4,D38E32,1024,10946,"layer IV of area 40rv",10228,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10228/10946/
A40rv5,E49C33,1025,10947,"layer V of area 40rv",10228,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10228/10947/
A40rv6,D38E32,1026,10948,"layer VI of area 40rv",10228,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10228/10948/
A40in,D38E32,1027,10231,"inferior subdivision of area 40",10226,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10231/
A40in1,F0DABE,1028,10961,"layer I of area 40in",10231,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10231/10961/
A40in2,D38E32,1029,10962,"layer II of area 40in",10231,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10231/10962/
A40in3,E49C33,1030,10963,"layer III of area 40in",10231,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10231/10963/
A40in4,D38E32,1031,10964,"layer IV of area 40in",10231,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10231/10964/
A40in5,E49C33,1032,10965,"layer V of area 40in",10231,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10231/10965/
A40in6,D38E32,1033,10966,"layer VI of area 40in",10231,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10226/10231/10966/
A40/39,D38E32,1034,146034630,"intermediate division of IPC (area 40/39)",10225,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/
A40/39r,D38E32,1035,146034634,"rostral subdivision of area 40/39",146034630,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034634/
A40/39r1,F0DABE,1036,146034638,"layer I of area 40/39r",146034634,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034634/146034638/
A40/39r2,D38E32,1037,146034642,"layer II of area 40/39r",146034634,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034634/146034642/
A40/39r3,E49C33,1038,146034646,"layer III of area 40/39r",146034634,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034634/146034646/
A40/39r4,D38E32,1039,146034650,"layer IV of area 40/39r",146034634,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034634/146034650/
A40/39r5,E49C33,1040,146034654,"layer V of area 40/39r",146034634,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034634/146034654/
A40/39r6,D38E32,1041,146034658,"layer VI of area 40/39r",146034634,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034634/146034658/
A40/39c,D38E32,1042,146034662,"caudal subdivision of area 40/39",146034630,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034662/
A40/39c1,F0DABE,1043,146034666,"layer I of area 40/39c",146034662,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034662/146034666/
A40/39c2,D38E32,1044,146034670,"layer II of area 40/39c",146034662,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034662/146034670/
A40/39c3,E49C33,1045,146034674,"layer III of area 40/39c",146034662,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034662/146034674/
A40/39c4,D38E32,1046,146034678,"layer IV of area 40/39c",146034662,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034662/146034678/
A40/39c5,E49C33,1047,146034682,"layer V of area 40/39c",146034662,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034662/146034682/
A40/39c6,D38E32,1048,146034686,"layer VI of area 40/39c",146034662,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/146034630/146034662/146034686/
A39,D38E32,1049,10232,"caudal division of IPC (area 39)",10225,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/
A39r,D38E32,1050,10233,"rostral subdivision of area 39",10232,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10233/
A39r1,F0DABE,1051,10967,"layer I of area 39r",10233,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10233/10967/
A39r2,D38E32,1052,10968,"layer II of area 39r",10233,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10233/10968/
A39r3,E49C33,1053,10969,"layer III of area 39r",10233,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10233/10969/
A39r4,D38E32,1054,10970,"layer IV of area 39r",10233,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10233/10970/
A39r5,E49C33,1055,10971,"layer V of area 39r",10233,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10233/10971/
A39r6,D38E32,1056,10972,"layer VI of area 39r",10233,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10233/10972/
A39c,D38E32,1057,10234,"caudal subdivision of area 39",10232,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10234/
A39c1,F0DABE,1058,10973,"layer I of area 39c",10234,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10234/10973/
A39c2,D38E32,1059,10974,"layer II of area 39c",10234,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10234/10974/
A39c3,E49C33,1060,10975,"layer III of area 39c",10234,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10234/10975/
A39c4,D38E32,1061,10976,"layer IV of area 39c",10234,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10234/10976/
A39c5,E49C33,1062,10977,"layer V of area 39c",10234,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10234/10977/
A39c6,D38E32,1063,10978,"layer VI of area 39c",10234,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/10232/10234/10978/
RI,D38E32,1064,13323,"retroinsular cortex",10225,,/10153/10154/10155/10156/10157/10158/10159/10160/10208/10214/10225/13323/
TCx,EBBFD0,1065,10235,"temporal neocortex",10160,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/
DLTC,D670A0,1066,13322,"dorsolateral temporal neocortex",10235,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/
A1C,D670A0,1067,10236,"primary auditory cortex (core)",13322,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/
A41,D670A0,1068,10237,"main portion of A1C (area TC, area 41)",10236,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10237/
A41-1,F0D5E1,1069,11021,"layer I of area 41",10237,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10237/11021/
A41-2,D670A0,1070,11022,"layer II of area 41",10237,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10237/11022/
A41-3,DA80A8,1071,11023,"layer III of area 41",10237,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10237/11023/
A41-4,D670A0,1072,11024,"layer IV of area 41",10237,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10237/11024/
A41-5,DA80A8,1073,11025,"layer V of area 41",10237,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10237/11025/
A41-6,D670A0,1074,11026,"layer VI of area 41",10237,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10237/11026/
A1Cr,D670A0,1075,10238,"rostral portion of A1C",10236,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10238/
A1Cr1,F0D5E1,1076,11027,"layer I of rostral primary auditory cortex",10238,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10238/11027/
A1Cr2,D670A0,1077,11028,"layer II of rostral primary auditory cortex",10238,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10238/11028/
A1Cr3,DA80A8,1078,11029,"layer III of rostral primary auditory cortex",10238,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10238/11029/
A1Cr4,D670A0,1079,11030,"layer IV of rostral primary auditory cortex",10238,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10238/11030/
A1Cr5,DA80A8,1080,11031,"layer V of rostral primary auditory cortex",10238,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10238/11031/
A1Cr6,D670A0,1081,11032,"layer VI of rostral primary auditory cortex",10238,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10236/10238/11032/
A42,D670A0,1082,10239,"secondary auditory cortex (belt, area 42)",13322,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10239/
A42-1,F0D5E1,1083,11051,"layer I of area 42",10239,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10239/11051/
A42-2,D670A0,1084,11052,"layer II of area 42",10239,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10239/11052/
A42-3,DA80A8,1085,11053,"layer III of area 42",10239,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10239/11053/
A42-4,D670A0,1086,11054,"layer IV of area 42",10239,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10239/11054/
A42-5,DA80A8,1087,11055,"layer V of area 42",10239,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10239/11055/
A42-6,D670A0,1088,11056,"layer VI of area 42",10239,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10239/11056/
SLTC,D670A0,1089,10240,"superolateral temporal cortex",13322,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/
ASTC,D670A0,1090,10241,"anterior (rostral) superior temporal cortex (area 22r)",10240,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/10241/
A22r1,F0D5E1,1091,11063,"layer I of area 22r",10241,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/10241/11063/
A22r2,D670A0,1092,11064,"layer II of area 22r",10241,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/10241/11064/
A22r3,DA80A8,1093,11065,"layer III of area 22r",10241,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/10241/11065/
A22r4,D670A0,1094,11066,"layer IV of area 22r",10241,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/10241/11066/
A22r5,DA80A8,1095,11067,"layer V of area 22r",10241,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/10241/11067/
A22r6,D670A0,1096,11068,"layer VI of area 22r",10241,,/10153/10154/10155/10156/10157/10158/10159/10160/10235/13322/10240/10241/11068/
